diff_id,language,anchor,synonym,antonym,gold_word_count,bleu_syn,bleu_ant,bleu_delta,rougeL_syn,rougeL_ant,rougeL_delta,chrf_syn,chrf_ant,chrf_delta,meteor_syn,meteor_ant,meteor_delta
39734,cs,enable,permit,disable,11,0.7419446627365011,0.7419446627365011,0.0,0.875,0.875,0.0,0.8096358870536409,0.8980678411126319,-0.08843195405899107,0.9054545454545455,0.9054545454545455,0.0
41252,cs,added,inserted,removed,6,0.3799178428257963,0.3799178428257963,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8417784634561937,0.846102469606839,-0.004324006150645321,0.8066666666666668,0.8066666666666668,0.0
41252,cs,disable,block,enable,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.830528236268534,0.9267472926514162,-0.0962190563828822,0.8300000000000002,0.8300000000000002,0.0
41479,cs,added,inserted,removed,11,0.8931539818068699,0.8931539818068699,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9446625730059246,0.9475754879263986,-0.0029129149204739635,0.9086363636363638,0.9086363636363638,0.0
42344,cs,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9419853429751883,0.9419853429751883,0.0,0.8880208333333333,0.8880208333333333,0.0
42959,cs,added,inserted,removed,11,0.8931539818068699,0.8931539818068699,0.0,0.9,0.9,0.0,0.9200635408501847,0.9241667563333131,-0.0041032154831284195,0.9086363636363638,0.9086363636363638,0.0
43406,cs,add,insert,remove,18,0.9391044157537529,0.9391044157537529,0.0,0.9285714285714286,0.9285714285714286,0.0,0.9586523651490754,0.9586523651490754,0.0,0.9443483275663207,0.9443483275663207,0.0
44858,cs,adding,inserting,removing,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9163428914177503,0.9206204706011385,-0.004277579183388225,0.8880208333333333,0.8880208333333333,0.0
845,cs,added,inserted,removed,13,0.9121679090703875,0.9121679090703875,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9437980663995178,0.946753912611102,-0.002955846211584179,0.9228098290598291,0.9228098290598291,0.0
973,cs,allow,permit,forbid,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.8580028644485913,0.8622545672562331,-0.004251702807641755,0.9990234375,0.8737244897959183,0.12529894770408168
1435,cs,added,inserted,removed,16,0.8153551038173119,0.8153551038173119,0.0,0.9166666666666666,0.9166666666666666,0.0,0.911056832917422,0.9137010066822613,-0.002644173764839275,0.9363888888888889,0.9363888888888889,0.0
1646,cs,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.9122583624894098,0.9122583624894098,0.0,0.8737244897959183,0.8737244897959183,0.0
3910,cs,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.875,0.875,0.0,0.9163428914177503,0.9163428914177503,0.0,0.8880208333333333,0.8880208333333333,0.0
4052,cs,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9163428914177503,0.9163428914177503,0.0,0.8551587301587302,0.8551587301587302,0.0
4655,cs,allow,permit,forbid,10,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8720103703262571,0.8758683963067034,-0.003858025980446378,0.9995,0.8993827160493828,0.10011728395061725
4655,cs,accepted,took,rejected,10,0.6580370064762461,0.6580370064762461,0.0,0.8888888888888888,0.8888888888888888,0.0,0.7573092506072743,0.8204527637432076,-0.06314351313593336,0.9995,0.8950617283950617,0.10443827160493835
4918,cs,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9400516918934219,0.9400516918934219,0.0,0.8551587301587302,0.8551587301587302,0.0
6317,cs,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9100625133509016,0.9100625133509016,0.0,0.8300000000000002,0.8300000000000002,0.0
7660,cs,disable,block,enable,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8259336715520873,0.9247752621544795,-0.09884159060239217,0.8551587301587302,0.8551587301587302,0.0
8372,cs,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.9410343778487991,0.9410343778487991,0.0,0.8737244897959183,0.8737244897959183,0.0
9588,cs,included,contained,excluded,12,0.7348889200874659,0.7348889200874659,0.0,0.9,0.9,0.0,0.8851562104523834,0.9326497528123668,-0.04749354235998349,0.9139118457300276,0.9139118457300276,0.0
10237,cs,allow,permit,forbid,7,0.4111336169005198,0.4111336169005198,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8087106740665007,0.8125686999465485,-0.0038580258800477996,0.9985422740524781,0.8412698412698414,0.1572724327826367
11590,cs,add,insert,remove,11,0.7016879391277372,0.7016879391277372,0.0,0.9,0.9,0.0,0.8717578926589465,0.8717578926589465,0.0,0.9054545454545455,0.9054545454545455,0.0
11590,cs,added,inserted,removed,11,0.8070557274927979,0.8070557274927979,0.0,0.9,0.9,0.0,0.8717578926589465,0.8753960905223959,-0.0036381978634493217,0.9054545454545455,0.9054545454545455,0.0
11605,cs,add,insert,remove,5,0.6687403049764218,0.6687403049764218,0.0,0.8000000000000002,0.8000000000000002,0.0,0.887534817914365,0.887534817914365,0.0,0.7937500000000002,0.7937500000000002,0.0
13107,cs,add,insert,remove,10,0.8801117367933934,0.8801117367933934,0.0,0.9,0.9,0.0,0.9234669222394319,0.9234669222394319,0.0,0.8993827160493828,0.8993827160493828,0.0
13377,cs,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.887534817914365,0.887534817914365,0.0,0.8300000000000002,0.8300000000000002,0.0
14121,cs,increase,raise,decrease,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.844883538956335,0.9418863238716181,-0.09700278491528314,0.8300000000000002,0.8300000000000002,0.0
15072,cs,allow,permit,forbid,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.9231416337789594,0.9255158029271584,-0.00237416914819899,0.9990234375,0.8737244897959183,0.12529894770408168
16256,cs,enable,permit,disable,21,0.7721947901921794,0.7721947901921794,0.0,0.8666666666666667,0.8666666666666667,0.0,0.8372973531700674,0.9163424721914432,-0.07904511902137579,0.9029811370531593,0.9029811370531593,0.0
17366,cs,add,insert,remove,7,0.4889230224349009,0.4889230224349009,0.0,0.8333333333333334,0.8333333333333334,0.0,0.856672451554725,0.856672451554725,0.0,0.8412698412698414,0.8412698412698414,0.0
18507,cs,added,inserted,removed,8,0.8408964152537145,0.8408964152537145,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9182455882133006,0.9224341868647925,-0.004188598651491904,0.8737244897959183,0.8737244897959183,0.0
18952,cs,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8909507813316483,0.8909507813316483,0.0,0.8737244897959183,0.8737244897959183,0.0
19073,cs,add,insert,remove,5,0.6687403049764218,0.6687403049764218,0.0,0.8000000000000002,0.8000000000000002,0.0,0.8758649033983275,0.8758649033983275,0.0,0.7937500000000002,0.7937500000000002,0.0
19372,cs,added,inserted,removed,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9027605070881691,0.9076618638222582,-0.004901356734089091,0.8551587301587302,0.8551587301587302,0.0
19453,cs,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8909507813316483,0.8909507813316483,0.0,0.8551587301587302,0.8551587301587302,0.0
19528,cs,adding,inserting,removing,8,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.93460178891258,0.9380093749330477,-0.0034075860204677566,0.8737244897959183,0.8737244897959183,0.0
20910,cs,show,display,hide,10,0.8801117367933934,0.8801117367933934,0.0,0.875,0.875,0.0,0.9022075042590612,0.9138621881816014,-0.01165468392254021,0.9995,0.8993827160493828,0.10011728395061725
20920,cs,remove,delete,insert,11,0.7016879391277372,0.7016879391277372,0.0,0.9,0.9,0.0,0.8561931027316051,0.8429853067927165,0.013207795938888545,0.9054545454545455,0.9054545454545455,0.0
20980,cs,adding,inserting,removing,6,0.3799178428257963,0.3799178428257963,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8065867694468314,0.8116351725648474,-0.0050484031180160205,0.8066666666666668,0.8066666666666668,0.0
21388,cs,added,inserted,removed,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.905323034276437,0.9101082413093166,-0.004785207032879546,0.8300000000000002,0.8300000000000002,0.0
21472,cs,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9544668572583496,0.9544668572583496,0.0,0.8551587301587302,0.8551587301587302,0.0
22393,cs,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8333333333333334,0.8333333333333334,0.0,0.905323034276437,0.905323034276437,0.0,0.8551587301587302,0.8551587301587302,0.0
24079,cs,open,unlock,close,7,0.4889230224349009,0.4889230224349009,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8083259097189458,0.8129750734907087,-0.004649163771762943,0.8412698412698414,0.8412698412698414,0.0
25399,cs,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8714154461187664,0.8714154461187664,0.0,0.8300000000000002,0.8300000000000002,0.0
26638,cs,added,inserted,removed,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8941648581963936,0.8994505848557789,-0.005285726659385315,0.8551587301587302,0.8551587301587302,0.0
26638,cs,disable,block,enable,7,0.4889230224349009,0.4889230224349009,0.0,0.8571428571428571,0.8571428571428571,0.0,0.7358472137032295,0.8377783187488987,-0.10193110504566927,0.8412698412698414,0.8412698412698414,0.0
27508,cs,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.875,0.875,0.0,0.9218022950144131,0.9218022950144131,0.0,0.8880208333333333,0.8880208333333333,0.0
28269,cs,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.875,0.875,0.0,0.9200635408501847,0.9200635408501847,0.0,0.8880208333333333,0.8880208333333333,0.0
29071,cs,allow,permit,forbid,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8687746224678149,0.8727240709995789,-0.003949448531764044,0.9976851851851852,0.8300000000000002,0.16768518518518505
29412,cs,allow,permit,forbid,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.8780249136610688,0.8817122303165614,-0.0036873166554926007,0.9990234375,0.8737244897959183,0.12529894770408168
29859,cs,added,inserted,removed,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.9163428914177503,0.9206204706011385,-0.004277579183388225,0.8737244897959183,0.8737244897959183,0.0
46,go,remove,delete,insert,7,0.8408964152537145,0.8408964152537145,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8957290957712196,0.8775960033608373,0.0181330924103823,0.8551587301587302,0.8551587301587302,0.0
77,go,add,insert,remove,7,0.8801117367933934,0.8801117367933934,0.0,0.875,0.875,0.0,0.9027605070881691,0.9027605070881691,0.0,0.8551587301587302,0.8551587301587302,0.0
94,go,remove,delete,insert,6,0.8091067115702206,0.8091067115702206,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8162785543532671,0.7783848399365642,0.03789371441670297,0.8300000000000002,0.8300000000000002,0.0
151,go,show,display,hide,43,0.9298663600557576,0.9298663600557576,0.0,0.9512195121951219,0.9512195121951219,0.0,0.9427695999368368,0.9483288753414088,-0.005559275404571906,0.9999937112455507,0.9534330340467331,0.046560677198817624
162,go,add,insert,remove,6,0.4889230224349009,0.4889230224349009,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7861910062101543,0.7861910062101543,0.0,0.8066666666666668,0.8066666666666668,0.0
316,go,removed,deleted,inserted,33,0.9318384811154838,0.9318384811154838,0.0,0.9714285714285714,0.9714285714285714,0.0,0.9566151749935226,0.9574291707568812,-0.0008139957633586103,0.9695785984848485,0.9695785984848485,0.0
316,go,start,begin,stop,33,0.9318384811154838,0.9318384811154838,0.0,0.9714285714285714,0.9714285714285714,0.0,0.9556461827454605,0.9685896623684649,-0.01294347962300435,0.9999860867629463,0.9695785984848485,0.030407488278097805
398,go,remove,delete,insert,9,0.8931539818068699,0.8931539818068699,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9076912416997509,0.8886234294336403,0.01906781226611065,0.8880208333333333,0.8880208333333333,0.0
431,go,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8800157917018067,0.8800157917018067,0.0,0.8300000000000002,0.8300000000000002,0.0
502,go,show,display,hide,24,0.9607071390340023,0.9607071390340023,0.0,0.9642857142857143,0.9642857142857143,0.0,0.9673985120763323,0.9716827434498589,-0.004284231373526626,0.9999638310185185,0.9582939508506617,0.041669880167856777
513,go,add,insert,remove,34,0.929923845210929,0.929923845210929,0.0,0.9714285714285714,0.9714285714285714,0.0,0.9650643087972067,0.9650643087972067,0.0,0.970480203100524,0.970480203100524,0.0
524,go,start,begin,stop,27,0.9061874434879649,0.9061874434879649,0.0,0.9642857142857143,0.9642857142857143,0.0,0.940986439369777,0.9581785319273913,-0.017192092557614336,0.9999745973682873,0.9627438088976551,0.037230788470632215
538,go,showing,displaying,hiding,32,0.9210500207490826,0.9210500207490826,0.0,0.96875,0.96875,0.0,0.9533428666273959,0.9584854768417543,-0.005142610214358467,0.9999847412109375,0.9686199271592091,0.03136481405172842
605,go,added,inserted,removed,31,0.9585298850647722,0.9585298850647722,0.0,0.9705882352941176,0.9705882352941176,0.0,0.9752314607530874,0.9763217942648472,-0.0010903335117598,0.9677240143369176,0.9677240143369176,0.0
605,go,included,contained,excluded,31,0.940028651976138,0.940028651976138,0.0,0.9705882352941176,0.9705882352941176,0.0,0.9549035368673677,0.9746960534772368,-0.019792516609869026,0.9675985663082438,0.9675985663082438,0.0
679,go,allow,permit,forbid,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8405431165563649,0.8452779687525976,-0.004734852196232708,0.9985422740524781,0.8551587301587302,0.14338354389374786
715,go,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8941648581963936,0.8941648581963936,0.0,0.8551587301587302,0.8551587301587302,0.0
729,go,add,insert,remove,13,0.9121679090703875,0.9121679090703875,0.0,0.9230769230769231,0.9230769230769231,0.0,0.9437980663995178,0.9437980663995178,0.0,0.9228098290598291,0.9228098290598291,0.0
749,go,add,insert,remove,11,0.9253911813809742,0.9253911813809742,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9500414507642827,0.9500414507642827,0.0,0.9086363636363638,0.9086363636363638,0.0
814,go,enable,permit,disable,5,0.6687403049764218,0.6687403049764218,0.0,0.8000000000000002,0.8000000000000002,0.0,0.7865266023886712,0.920274435247598,-0.13374783285892677,0.7937500000000002,0.7937500000000002,0.0
857,go,allows,permits,forbids,18,0.8492326635760686,0.8492326635760686,0.0,0.9444444444444444,0.9444444444444444,0.0,0.9208574953747416,0.9225208353785819,-0.0016633400038402746,0.9999142661179699,0.943675509419454,0.05623875669851586
875,go,include,contain,exclude,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.7748187871484591,0.9342195091708442,-0.1594007220223851,0.8300000000000002,0.8300000000000002,0.0
906,go,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.8971944721340076,0.8971944721340076,0.0,0.8737244897959183,0.8737244897959183,0.0
913,go,create,build,destroy,32,0.9733092691592643,0.9733092691592643,0.0,0.967741935483871,0.967741935483871,0.0,0.9633564428381882,0.9640297897028121,-0.0006733468646238361,0.9687337408949012,0.9687337408949012,0.0
975,go,add,insert,remove,12,0.9253911813809742,0.9253911813809742,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9429060998699516,0.9429060998699516,0.0,0.9163223140495868,0.9163223140495868,0.0
975,go,disable,block,enable,12,0.8003203203845001,0.8003203203845001,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8603744894486823,0.9141113374905205,-0.0537368480418382,0.9139118457300276,0.9139118457300276,0.0
978,go,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8941648581963936,0.8941648581963936,0.0,0.8300000000000002,0.8300000000000002,0.0
1046,go,allow,permit,forbid,45,0.958818508950773,0.958818508950773,0.0,0.9772727272727273,0.9772727272727273,0.0,0.9644026803049064,0.9651630209378452,-0.0007603406329388385,0.9999945130315501,0.9777318640955005,0.022262648936049567
1120,go,open,unlock,close,9,0.8801117367933934,0.8801117367933934,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8889635521606213,0.893813460628412,-0.0048499084677907645,0.8880208333333333,0.8880208333333333,0.0
1163,go,add,insert,remove,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.9234669222394319,0.9234669222394319,0.0,0.8880208333333333,0.8880208333333333,0.0
1166,go,start,begin,stop,30,0.9127592114472296,0.9127592114472296,0.0,0.9666666666666667,0.9666666666666667,0.0,0.947586113291966,0.9628673315207332,-0.015281218228767268,0.9999814814814815,0.966508125247721,0.033473356233760465
1176,go,adding,inserting,removing,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.9077537242084869,0.9124280961329131,-0.004674371924426213,0.8551587301587302,0.8551587301587302,0.0
1177,go,adding,inserting,removing,16,0.8153551038173119,0.8153551038173119,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9243071335075199,0.926591981411263,-0.002284847903743059,0.9363888888888889,0.9363888888888889,0.0
1183,go,adding,inserting,removing,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9122583624894098,0.9167256324266131,-0.004467269937203255,0.8300000000000002,0.8300000000000002,0.0
1188,go,adding,inserting,removing,33,0.9752895627511564,0.9752895627511564,0.0,0.9722222222222222,0.9722222222222222,0.0,0.9816406295826267,0.9826428882388495,-0.001002258656222832,0.9696821732954546,0.9696821732954546,0.0
1188,go,shows,displays,hides,33,0.9370011451812971,0.9370011451812971,0.0,0.9722222222222222,0.9722222222222222,0.0,0.9653980457495286,0.9675148092731329,-0.002116763523604348,0.9999860867629463,0.9695785984848485,0.030407488278097805
1210,go,start,begin,stop,21,0.865603055254171,0.865603055254171,0.0,0.9545454545454546,0.9545454545454546,0.0,0.9235341923192251,0.9474351468410795,-0.02390095452185448,0.9999460101500918,0.9519047619047619,0.04804124824532985
1228,go,allow,permit,forbid,12,0.9036020036098446,0.9036020036098446,0.0,0.9166666666666666,0.9166666666666666,0.0,0.8834987641741082,0.8870298384379456,-0.0035310742638373638,0.9997106481481481,0.9163223140495868,0.08338833409856139
1254,go,adding,inserting,removing,9,0.8633400213704508,0.8633400213704508,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8941648581963936,0.8994505848557789,-0.005285726659385315,0.8880208333333333,0.8880208333333333,0.0
1258,go,remove,delete,insert,15,0.9253911813809742,0.9253911813809742,0.0,0.9333333333333333,0.9333333333333333,0.0,0.9313194580811874,0.9171267286928584,0.01419272938832905,0.9331632653061225,0.9331632653061225,0.0
1268,go,add,insert,remove,21,0.9510699415570296,0.9510699415570296,0.0,0.9523809523809523,0.9523809523809523,0.0,0.9621329440554951,0.9621329440554951,0.0,0.9523214285714285,0.9523214285714285,0.0
1274,go,add,insert,remove,9,0.7348889200874659,0.7348889200874659,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9009398860736568,0.9009398860736568,0.0,0.8819444444444444,0.8819444444444444,0.0
1280,go,adding,inserting,removing,31,0.9184678024441791,0.9184678024441791,0.0,0.9705882352941176,0.9705882352941176,0.0,0.9581054027210544,0.9594187551160512,-0.0013133523949968584,0.9675985663082438,0.9675985663082438,0.0
1288,go,add,insert,remove,10,0.7071067811865478,0.7071067811865478,0.0,0.9,0.9,0.0,0.8717578926589465,0.8717578926589465,0.0,0.8950617283950617,0.8950617283950617,0.0
1288,go,added,inserted,removed,10,0.8801117367933934,0.8801117367933934,0.0,0.9,0.9,0.0,0.9250620695800289,0.9289286813773746,-0.0038666117973457093,0.8993827160493828,0.8993827160493828,0.0
1316,go,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8971944721340076,0.8971944721340076,0.0,0.8551587301587302,0.8551587301587302,0.0
1423,go,add,insert,remove,8,0.8408964152537145,0.8408964152537145,0.0,0.875,0.875,0.0,0.887534817914365,0.887534817914365,0.0,0.8737244897959183,0.8737244897959183,0.0
1515,go,add,insert,remove,11,0.9061874434879649,0.9061874434879649,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9427750353286293,0.9427750353286293,0.0,0.9054545454545455,0.896818181818182,0.008636363636363553
1515,go,remove,delete,insert,11,0.9635749534339605,0.9635749534339605,0.0,0.9411764705882353,0.9411764705882353,0.0,0.9545686170029897,0.9467055819938021,0.007863035009187613,0.9086363636363638,0.9086363636363638,0.0
1587,go,adding,inserting,removing,7,0.8931539818068699,0.8931539818068699,0.0,0.8888888888888888,0.8888888888888888,0.0,0.905323034276437,0.9101082413093166,-0.004785207032879546,0.8551587301587302,0.8551587301587302,0.0
1620,go,added,inserted,removed,17,0.7912619863720215,0.7912619863720215,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8762181262595754,0.8806935469282794,-0.004475420668703989,0.8813071895424837,0.8813071895424837,0.0
1630,go,allow,permit,forbid,18,0.8843865924896839,0.8843865924896839,0.0,0.9500000000000001,0.9500000000000001,0.0,0.9413557499042389,0.9425976773796182,-0.001241927475379323,0.9999142661179699,0.943675509419454,0.05623875669851586
1704,go,add,insert,remove,21,0.9510699415570296,0.9510699415570296,0.0,0.9523809523809523,0.9523809523809523,0.0,0.966378034089651,0.966378034089651,0.0,0.9523214285714285,0.9523214285714285,0.0
1704,go,adds,inserts,removes,21,0.8725129388059694,0.8725129388059694,0.0,0.9523809523809523,0.9523809523809523,0.0,0.9427750353286293,0.9427750353286293,0.0,0.9519047619047619,0.9519047619047619,0.0
1729,go,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8282698920593305,0.8282698920593305,0.0,0.8300000000000002,0.8300000000000002,0.0
1780,go,allow,permit,forbid,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.830092325789114,0.8351124111362712,-0.005020085347157255,0.9976851851851852,0.8300000000000002,0.16768518518518505
1796,go,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8909507813316483,0.8909507813316483,0.0,0.8551587301587302,0.8551587301587302,0.0
1822,go,allow,permit,forbid,9,0.7611606003349888,0.7611606003349888,0.0,0.9090909090909091,0.9090909090909091,0.0,0.8655566815300003,0.8683252310335828,-0.002768549503582518,0.9993141289437586,0.8819444444444444,0.11736968449931418
1882,go,allows,permits,forbids,14,0.8003203203845001,0.8003203203845001,0.0,0.9375,0.9375,0.0,0.9075498310937484,0.909483319142708,-0.0019334880489595418,0.9998177842565598,0.9268808114961962,0.0729369727603636
1892,go,adding,inserting,removing,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8909507813316483,0.896378152003226,-0.005427370671577725,0.8300000000000002,0.8300000000000002,0.0
1911,go,disabled,blocked,enabled,33,0.9210500207490826,0.9210500207490826,0.0,0.9696969696969697,0.9696969696969697,0.0,0.9523727565419624,0.9676303831168711,-0.0152576265749087,0.9695785984848485,0.9695785984848485,0.0
1935,go,add,insert,remove,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.8666338761469643,0.8666338761469643,0.0,0.8551587301587302,0.8551587301587302,0.0
1976,go,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.8196060265484475,0.8196060265484475,0.0,0.8300000000000002,0.8300000000000002,0.0
1991,go,adds,inserts,removes,41,0.945286184826006,0.945286184826006,0.0,0.975609756097561,0.975609756097561,0.0,0.9729621898101422,0.9729621898101422,0.0,0.9755487804878049,0.9755487804878049,0.0
2013,go,enabled,permitted,disabled,15,0.9253911813809742,0.9253911813809742,0.0,0.9333333333333333,0.9333333333333333,0.0,0.9185274750598316,0.942717059739152,-0.02418958467932042,0.9331632653061225,0.9331632653061225,0.0
2020,go,allows,permits,forbids,41,0.9506885335787993,0.9506885335787993,0.0,0.9791666666666666,0.9791666666666666,0.0,0.9683531085849788,0.9690300649891739,-0.0006769564041950726,0.9999927453171021,0.9755487804878049,0.024443964829297227
2031,go,add,insert,remove,6,0.7598356856515927,0.7598356856515927,0.0,0.8333333333333334,0.8333333333333334,0.0,0.9077537242084869,0.9077537242084869,0.0,0.8300000000000002,0.8300000000000002,0.0
2106,go,enable,permit,disable,7,0.8091067115702206,0.8091067115702206,0.0,0.8571428571428571,0.8571428571428571,0.0,0.813863009305249,0.930397344389335,-0.11653433508408595,0.8551587301587302,0.8551587301587302,0.0
2129,go,add,insert,remove,10,0.8931539818068699,0.8931539818068699,0.0,0.9090909090909091,0.9090909090909091,0.0,0.9308282416881526,0.9308282416881526,0.0,0.8993827160493828,0.8993827160493828,0.0
2205,go,remove,delete,insert,9,0.7348889200874659,0.7348889200874659,0.0,0.8888888888888888,0.8888888888888888,0.0,0.8666618112432755,0.8515002672874581,0.01516154395581737,0.8819444444444444,0.8819444444444444,0.0
2229,go,add,insert,remove,14,0.9391044157537529,0.9391044157537529,0.0,0.9333333333333333,0.9333333333333333,0.0,0.9471034616694162,0.9471034616694162,0.0,0.9283601014370245,0.9283601014370245,0.0
2259,go,add,insert,remove,10,0.7691605673134587,0.7691605673134587,0.0,0.9090909090909091,0.9090909090909091,0.0,0.888223763053059,0.888223763053059,0.0,0.8950617283950617,0.8950617283950617,0.0
2277,go,remove,delete,insert,19,0.8787419089273847,0.8787419089273847,0.0,0.9473684210526315,0.9473684210526315,0.0,0.9259401290207198,0.9175209023235218,0.008419226697197968,0.9467186484730344,0.9467186484730344,0.0
2277,go,allows,permits,forbids,19,0.8787419089273847,0.8787419089273847,0.0,0.9473684210526315,0.9473684210526315,0.0,0.9224520623163106,0.9240828516338558,-0.0016307893175452337,0.9999271030762502,0.9467186484730344,0.05320845460321577
2279,go,add,insert,remove,8,0.8801117367933934,0.8801117367933934,0.0,0.875,0.875,0.0,0.8758649033983275,0.8758649033983275,0.0,0.8737244897959183,0.8737244897959183,0.0
2304,go,hidden,covered,shown,13,0.8282477531331043,0.8282477531331043,0.0,0.9230769230769231,0.9230769230769231,0.0,0.900658540748352,0.914878358224659,-0.014219817476306962,0.920940170940171,0.920940170940171,0.0
2318,go,create,build,destroy,37,0.9769961126936085,0.9769961126936085,0.0,0.9736842105263158,0.9736842105263158,0.0,0.9685268690098845,0.9691001221379234,-0.0005732531280389086,0.9729625458792126,0.9729625458792126,0.0
2320,go,add,insert,remove,27,0.9691937043892329,0.9691937043892329,0.0,0.9629629629629629,0.9629629629629629,0.0,0.9672946089402398,0.9672946089402398,0.0,0.9629355687047996,0.9629355687047996,0.0
